Non-Brand,Paid Search,Mobile,Netherlands,Google,3856,6604.44,13519.1
Non-Brand,Paid Search,Mobile,Portugal,Bing,28,1.38,20.5
Non-Brand,Paid Search,Mobile,Russia,Bing,60,2.98,44.3
Non-Brand,Paid Search,Tablet,Asia and Pacific,Google,205,389.06,293.0
Non-Brand,Paid Search,Tablet,France,Google,2757,4068.62,4595.1
Non-Brand,Paid Search,Tablet,Germany,Google,2065,5123.3,2821.6
Non-Brand,Paid Search,Tablet,Netherlands,Google,1912,4554.73,3320.8
Non-Brand,Paid Search,Tablet,Norway,Google,147,349.43,164.5
Non-Brand,Paid Search,Tablet,Rest of World,Bing,1439,1667.43,5232.9
Non-Brand,Paid Search,Tablet,Singapore,Google,357,684.18,357.0
Non-Brand,Paid Search,Tablet,Sweden,Google,810,1634.16,1087.9
Brand,Paid Search,Desktop,Australia,Bing,37780,13936.81,31875.2
Brand,Paid Search,Desktop,Canada,Bing,39039,6055.12,33070.1
Brand,Paid Search,Desktop,Finland,Google,5385,902.49,5276.2
Brand,Paid Search,Desktop,Germany,Google,68266,53558.78,87124.4
Brand,Paid Search,Desktop,Italy,Bing,1910,109.2,1669.3
Brand,Paid Search,Desktop,Norway,Google,11674,13546.28,14130.3
Brand,Paid Search,Desktop,Singapore,Google,27702,4289.61,24337.9
Brand,Paid Search,Desktop,South Africa,Google,33092,5576.73,21862.4
Brand,Paid Search,Desktop,Sweden,Google,21785,3262.43,19300.3
Brand,Paid Search,Mobile,Arabic,Google,3869,508.38,5069.3
Brand,Paid Search,Mobile,Canada,Google,21361,5192.2,19626.8
Brand,Paid Search,Mobile,Finland,Bing,13,0.77,13.9
Brand,Paid Search,Mobile,Germany,Bing,154,12.94,141.2
Brand,Paid Search,Mobile,Greece,Google,378,82.83,454.1
Brand,Paid Search,Mobile,Netherlands,Google,7869,2086.41,7440.3
Brand,Paid Search,Mobile,Norway,Bing,17,1.1,15.8
Brand,Paid Search,Mobile,Philippines,Google,3355,755.71,3933.7
Brand,Paid Search,Mobile,Singapore,Bing,66,19.78,113.2
Brand,Paid Search,Mobile,South Africa,Bing,96,29.66,113.5
Brand,Paid Search,Mobile,Sweden,Bing,36,2.9,40.5
Brand,Paid Search,Mobile,United States,Google,252029,109908.23,272152.9
Brand,Paid Search,Tablet,Brazil,Bing,9,0.55,37.5
Brand,Paid Search,Tablet,India,Google,965,225.07,1372.4
Brand,Paid Search,Tablet,Japan,Google,236,307.03,579.9
Brand,Paid Search,Tablet,Korea,Google,243,39.58,286.1
Brand,Paid Search,Tablet,Malaysia,Google,786,156.99,697.6
Brand,Paid Search,Tablet,South Africa,Bing,168,244.99,346.0
Brand,Paid Search,Tablet,United Kingdom,Bing,413,138.33,372.5
Brand,Paid Search,Tablet,United States,Google,73947,51033.64,83356.7
Non-Brand,Paid Search,Desktop,Arabic,Google,5334,4391.91,4808.5
Non-Brand,Paid Search,Desktop,Finland,Bing,68,14.45,83.1
Non-Brand,Paid Search,Desktop,Germany,Bing,2419,3344.37,4030.9
Non-Brand,Paid Search,Desktop,Japan,Google,2140,3964.79,2875.5
Non-Brand,Paid Search,Desktop,Malaysia,Google,26749,37025.0,23851.8
Non-Brand,Paid Search,Desktop,Netherlands,Google,34189,109957.28,33844.0
Non-Brand,Paid Search,Desktop,Norway,Bing,69,145.68,277.7
Non-Brand,Paid Search,Desktop,Philippines,Google,40758,51140.32,39542.0
Non-Brand,Paid Search,Desktop,Singapore,Bing,1908,1056.6,1780.2
Non-Brand,Paid Search,Desktop,South Africa,Bing,116,59.14,147.7
